,timestamp,GPS_INPUT.sysid,GPS_INPUT.compid,GPS_INPUT.time_usec,GPS_INPUT.gps_id,GPS_INPUT.ignore_flags,GPS_INPUT.time_week_ms,GPS_INPUT.time_week,GPS_INPUT.fix_type,GPS_INPUT.lat,GPS_INPUT.lon,GPS_INPUT.alt,GPS_INPUT.hdop,GPS_INPUT.vdop,GPS_INPUT.vn,GPS_INPUT.ve,GPS_INPUT.vd,GPS_INPUT.speed_accuracy,GPS_INPUT.horiz_accuracy,GPS_INPUT.vert_accuracy,GPS_INPUT.satellites_visible,GPS_INPUT.yaw,GPS_INPUT.lat_deg,GPS_INPUT.lon_deg,GPS_INPUT.rate
2771,1728408060.057,1,220,0,0,185,0,0,3,476194982,-1223629146,0.0,0.6000000238418579,3.2260680198669434,0.0,0.0,0.0,0.0,3.2260680198669434,0.0,26,32900,47.6194982,-122.3629146,3.618599634421966
2772,1728408060.31,1,220,0,0,185,0,0,3,476194982,-1223629146,0.0,0.6000000238418579,3.2260680198669434,0.0,0.0,0.0,0.0,3.2260680198669434,0.0,26,32900,47.6194982,-122.3629146,3.644979048972749
2773,1728408060.586,1,220,0,0,185,0,0,3,476194982,-1223629146,0.0,0.6000000238418579,3.2260680198669434,0.0,0.0,0.0,0.0,3.2260680198669434,0.0,26,32900,47.6194982,-122.3629146,3.6370248656830646
2774,1728408061.105,1,220,0,0,185,0,0,3,476194933,-1223629252,0.0,0.6000000238418579,3.5010554790496826,0.0,0.0,0.0,0.0,3.5010554790496826,0.0,26,32700,47.6194933,-122.3629252,3.644979048972749
2775,1728408061.347,1,220,0,0,185,0,0,3,476194933,-1223629252,0.0,0.6000000238418579,3.5010554790496826,0.0,0.0,0.0,0.0,3.5010554790496826,0.0,26,32700,47.6194933,-122.3629252,3.642987243216351
2776,1728408061.626,1,220,0,0,185,0,0,3,476194921,-1223629275,0.0,0.6000000238418579,3.26488995552063,0.0,0.0,0.0,0.0,3.26488995552063,0.0,26,32500,47.6194921,-122.3629275,3.6463081827735553
2777,1728408061.9029999,1,220,0,0,185,0,0,3,476194919,-1223629289,0.0,0.6000000238418579,3.157221555709839,0.0,0.0,0.0,0.0,3.157221555709839,0.0,26,32400,47.6194919,-122.3629289,3.6192544185960625
2778,1728408062.139,1,220,0,0,185,0,0,3,476194919,-1223629289,0.0,0.6000000238418579,3.157221555709839,0.0,0.0,0.0,0.0,3.157221555709839,0.0,26,32400,47.6194919,-122.3629289,3.625815787243145
2779,1728408062.428,1,220,0,0,185,0,0,3,476194921,-1223629298,0.0,0.6000000238418579,3.080350399017334,0.0,0.0,0.0,0.0,3.080350399017334,0.0,26,32300,47.6194921,-122.3629298,3.638348203808547
2780,1728408062.681,1,220,0,0,185,0,0,3,476194921,-1223629298,0.0,0.6000000238418579,3.080350399017334,0.0,0.0,0.0,0.0,3.080350399017334,0.0,26,32300,47.6194921,-122.3629298,3.627130822743402
2781,1728408062.958,1,220,0,0,185,0,0,3,476194927,-1223629301,0.0,0.6000000238418579,3.0454516410827637,0.0,0.0,0.0,0.0,3.0454516410827637,0.0,26,32200,47.6194927,-122.3629301,3.6212203500077984
